"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"11",3.04452243772342,"RL",4.26267987704132,9.32375833901174,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1965,1965,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec",6.81014245011514,"Unf",0,4.90527477843843,6.94793706861497,"GasA","Ex","Y","SBrkr",6.94793706861497,0,0,6.94793706861497,1,0,1,0,3,0.693147180559945,"TA",1.79175946922805,"Typ",0,"Detchd",1965,"Unf",1,384,"TA","TA","Y",0,0,0,0,0,0,0,2,2008,"WD","Normal",11.7714361601217
"12",4.11087386417331,"RL",4.45434729625351,9.38639231575654,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg","WdShing","Wd Shng","Stone",5.65948221575962,"Ex","TA","PConc","Ex","TA","No","GLQ",6.90675477864855,"Unf",0,5.18178355029209,7.06987412845857,"GasA","Ex","Y","SBrkr",7.07580886397839,7.04141166379481,0,7.75147531802146,1,0,3,0,4,0.693147180559945,"Ex",2.484906649788,"Typ",2,"BuiltIn",2005,"Fin",3,736,"TA","TA","Y",4.99721227376411,3.09104245335832,0,0,0,0,0,7,2006,"New","Partial",12.7512996960135
"13",3.04452243772342,"RL",4.46062018938005,9.47031717333574,"Pave","IR2","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1962,1962,"Hip","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",6.60394382460047,"Unf",0,5.17048399503815,6.81673588059497,"GasA","TA","Y","SBrkr",6.81673588059497,0,0,6.81673588059497,1,0,1,0,2,0.693147180559945,"TA",1.6094379124341,"Typ",0,"Detchd",1962,"Unf",1,352,"TA","TA","Y",4.94875989037817,0,0,0,5.17614973257383,0,0,9,2008,"WD","Normal",11.8775685785581
"14",3.04452243772342,"RL",4.52178857704904,9.2735968216112,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",5.7268477475872,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,7.30988148582479,7.30988148582479,"GasA","Ex","Y","SBrkr",7.30988148582479,0,0,7.30988148582479,0,0,2,0,3,0.693147180559945,"Gd",2.07944154167984,"Typ",1,"Attchd",2006,"RFn",3,840,"TA","TA","Y",5.08140436498446,3.52636052461616,0,0,0,0,0,8,2007,"New","Partial",12.5407575715773
"15",3.04452243772342,"RL",4.46062018938005,9.29844282019773,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg","MetalSd","MetalSd","BrkFace",5.36129216570943,"TA","TA","CBlock","TA","TA","No","BLQ",6.59850902861452,"Unf",0,6.25575004175337,7.13409372119287,"GasA","TA","Y","SBrkr",7.13409372119287,0,0,7.13409372119287,1,0,1,1,2,0.693147180559945,"TA",1.79175946922805,"Typ",1,"Attchd",1960,"RFn",1,352,"TA","TA","Y",0,5.36597601502185,5.17614973257383,0,0,0,0,5,2008,"WD","Normal",11.9640010843304
"16",3.8286413964891,"RM",3.95124371858143,8.71948076085107,"Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",7,8,1929,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,6.72503364216684,6.72503364216684,"GasA","Ex","Y","FuseA",6.75110146893676,0,0,6.75110146893676,0,0,1,0,2,0.693147180559945,"TA",1.79175946922805,"Typ",0,"Detchd",1991,"Unf",2,576,"TA","TA","Y",3.89182029811063,4.72738781871234,0,0,0,0,0,7,2007,"WD","Normal",11.7905572015685
"17",3.04452243772342,"RL",4.46062018938005,9.32741204356202,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1970,1970,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",5.19849703126583,"TA","TA","CBlock","TA","TA","No","ALQ",6.361302477573,"Unf",0,6.05678401322862,6.91274282049318,"GasA","Ex","Y","SBrkr",6.91274282049318,0,0,6.91274282049318,1,0,1,0,2,0.693147180559945,"TA",1.79175946922805,"Typ",1,"Attchd",1970,"Fin",2,480,"TA","TA","Y",0,0,0,0,0,0,6.55250788703459,3,2010,"WD","Normal",11.9117015849276
"18",4.51085950651685,"RL",4.29045944114839,9.28656039788759,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,5,1967,1967,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","Slab","TA","TA","No","Unf",0,"Unf",0,0,0,"GasA","TA","Y","SBrkr",7.16780918431644,0,0,7.16780918431644,0,0,2,0,2,1.09861228866811,"TA",1.94591014905531,"Typ",0,"CarPort",1967,"Unf",2,516,"TA","TA","Y",0,0,0,0,0,0,6.21660610108486,10,2006,"WD","Normal",11.4075649493124
"19",3.04452243772342,"RL",4.20469261939097,9.52485909838152,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",5,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","GLQ",6.4723462945009,"Unf",0,6.15060276844628,7.01660968389422,"GasA","Ex","Y","SBrkr",7.01660968389422,0,0,7.01660968389422,1,0,1,1,3,0.693147180559945,"Gd",1.94591014905531,"Typ",0,"Detchd",2004,"Unf",2,576,"TA","TA","Y",0,4.63472898822964,0,0,0,0,0,6,2008,"WD","Normal",11.9766594812024
"20",3.04452243772342,"RL",4.26267987704132,8.93075873555827,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1958,1965,"Hip","CompShg","BrkFace","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",6.22455842927536,"Unf",0,6.26530121273771,6.93731408122368,"GasA","TA","Y","SBrkr",7.20042489294496,0,0,7.20042489294496,0,0,1,0,3,0.693147180559945,"TA",1.94591014905531,"Min1",0,"Attchd",1958,"Unf",1,294,"TA","TA","Y",0,0,0,0,0,0,0,5,2009,"COD","Abnorml",11.8422292121128
"21",4.11087386417331,"RL",4.62497281328427,9.56212336983449,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",5.9427993751267,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,7.05531284333975,7.05531284333975,"GasA","Ex","Y","SBrkr",7.05531284333975,7.10578612948127,0,7.77359446736019,0,0,3,1,4,0.693147180559945,"Gd",2.30258509299405,"Typ",1,"BuiltIn",2005,"RFn",3,853,"TA","TA","Y",5.48479693349065,5.04342511691925,0,0,0,0,0,11,2006,"New","Partial",12.6925031124614
"22",3.8286413964891,"RM",4.06044301054642,8.9159693113736,"Pave","Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Unf",7,7,1930,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,6.45833828334479,6.45833828334479,"GasA","Ex","Y","FuseF",7.01121398735037,0,0,7.01121398735037,0,0,1,0,3,0.693147180559945,"Gd",1.94591014905531,"Typ",1,"Attchd",1930,"Unf",1,280,"TA","TA","N",0,0,5.32787616878958,0,0,0,0,6,2007,"WD","Normal",11.8451027773086
"23",3.04452243772342,"RL",4.33073334028633,9.18430435742534,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CompShg","VinylSd","VinylSd","BrkFace",5.64190707093811,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.48324441607385,7.48324441607385,"GasA","Ex","Y","SBrkr",7.49331724886215,0,0,7.49331724886215,0,0,2,0,3,0.693147180559945,"Gd",2.07944154167984,"Typ",1,"Attchd",2002,"RFn",2,534,"TA","TA","Y",5.14749447681345,5.07517381523383,0,0,0,0,0,9,2008,"WD","Normal",12.3458345879053
"24",4.79579054559674,"RM",3.80666248977032,8.34877453979127,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story",5,7,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",6.73459165997295,"Unf",0,5.30330490805908,6.94793706861497,"GasA","TA","Y","SBrkr",6.96696713861398,0,0,6.96696713861398,1,0,1,0,3,0.693147180559945,"TA",1.94591014905531,"Typ",1,"Attchd",1976,"Unf",2,572,"TA","TA","Y",4.61512051684126,4.70953020131233,0,0,0,0,0,6,2007,"WD","Normal",11.7745202026587
"25",3.04452243772342,"RL",4.28888605637678,9.01760477683336,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,1968,2001,"Gable","CompShg","Plywood","Plywood","None",0,"TA","Gd","CBlock","TA","TA","Mn","Rec",5.24174701505964,"ALQ",6.50578406012823,5.32300997913841,6.96696713861398,"GasA","Ex","Y","SBrkr",6.96696713861398,0,0,6.96696713861398,1,0,1,0,3,0.693147180559945,"Gd",1.94591014905531,"Typ",1,"Attchd",1968,"Unf",1,270,"TA","TA","Y",6.00881318544259,4.51085950651685,0,0,0,0,0,5,2010,"WD","Normal",11.9447078813958
"26",3.04452243772342,"RL",4.70953020131233,9.56317796268366,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",6.46302945692067,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.35691824235602,7.35691824235602,"GasA","Ex","Y","SBrkr",7.37838371299671,0,0,7.37838371299671,0,0,2,0,3,0.693147180559945,"Gd",2.07944154167984,"Typ",1,"Attchd",2007,"RFn",3,890,"TA","TA","Y",0,4.04305126783455,0,0,0,0,0,7,2009,"WD","Normal",12.4541039123522
"27",3.04452243772342,"RL",4.11087386417331,8.88197518424887,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1951,2000,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Mn","BLQ",5.45958551414416,"Rec",6.18826412308259,5.19849703126583,6.80350525760834,"GasA","TA","Y","SBrkr",6.80350525760834,0,0,6.80350525760834,0,0.693147180559945,1,0,3,0.693147180559945,"Gd",1.79175946922805,"Typ",0,"Detchd",2005,"Unf",2,576,"TA","TA","Y",5.40717177146012,3.49650756146648,0,0,0,0,0,5,2010,"WD","Normal",11.8115474774603
"28",3.04452243772342,"RL",4.59511985013459,9.3482745580655,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",5.30330490805908,"Gd","TA","PConc","Ex","TA","No","GLQ",7.10578612948127,"Unf",0,6.18826412308259,7.44132038971762,"GasA","Ex","Y","SBrkr",7.44132038971762,0,0,7.44132038971762,1,0,2,0,3,0.693147180559945,"Gd",2.07944154167984,"Typ",1,"Attchd",2008,"RFn",3,772,"TA","TA","Y",0,3.93182563272433,0,0,0,0,0,5,2010,"WD","Normal",12.6313403809345
"29",3.04452243772342,"RL",3.87120101090789,9.70026917002919,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1957,1997,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Gd","BLQ",7.15305163493748,"Unf",0,5.33753807970132,7.3031700512368,"GasA","TA","Y","SBrkr",7.37838371299671,0,0,7.37838371299671,1,0,1,0,2,0.693147180559945,"TA",1.94591014905531,"Typ",2,"Attchd",1957,"RFn",1,319,"TA","TA","Y",5.66642668811243,5.55682806169954,0,0,0,0,0,12,2006,"WD","Normal",12.2428866186529
"30",3.43398720448515,"RM",4.11087386417331,8.75226531359572,"Pave","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Feedr","RRNn","1Fam","1Story",4,6,1927,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,6.25575004175337,6.25575004175337,"GasA","Fa","N","SBrkr",6.25575004175337,0,0,6.25575004175337,0,0,1,0,1,0.693147180559945,"Fa",1.6094379124341,"Typ",0,"Detchd",1920,"Unf",1,240,"Fa","TA","Y",3.91202300542815,0,4.47733681447821,0,0,0,0,5,2008,"WD","Normal",11.1345890242503
"31",4.26267987704132,"C (all)",3.93182563272433,9.04793908261736,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Feedr","Norm","1Fam","2Story",4,4,1920,1950,"Gambrel","CompShg","BrkFace","BrkFace","None",0,"TA","Fa","BrkTil","TA","TA","No","Unf",0,"Unf",0,6.47697236288968,6.47697236288968,"GasA","TA","N","SBrkr",6.47697236288968,6.50578406012823,0,7.18387071506245,0,0,1,0,3,0.693147180559945,"TA",1.94591014905531,"Typ",0,"Detchd",1920,"Unf",1,250,"TA","Fa","N",0,4.00733318523247,5.15329159449778,0,0,0,0,7,2008,"WD","Normal",10.5966347330961
"32",3.04452243772342,"RL",4.28888605637678,9.05310159554969,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1966,2006,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,7.11395610956603,7.11395610956603,"GasA","Gd","Y","SBrkr",7.11395610956603,0,0,7.11395610956603,0,0,1,1,3,0.693147180559945,"Gd",1.94591014905531,"Typ",0,"Attchd",1966,"Unf",1,271,"TA","TA","Y",0,4.18965474202643,0,0,0,0,0,6,2008,"WD","Normal",11.9140478236443
"33",3.04452243772342,"RL",4.45434729625351,9.3101857069459,"Pave","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,7.11882624906208,7.11882624906208,"GasA","Ex","Y","SBrkr",7.11882624906208,0,0,7.11882624906208,0,0,2,0,3,0.693147180559945,"Gd",2.07944154167984,"Typ",0,"Attchd",2007,"RFn",2,484,"TA","TA","Y",0,3.43398720448515,0,0,0,0,0,1,2008,"WD","Normal",12.1001564199386
"34",3.04452243772342,"RL",4.26267987704132,9.26416545867109,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Rec",6.92657703322272,"Unf",0,5.9427993751267,7.24351297466548,"GasA","Gd","Y","SBrkr",7.43897159239586,0,0,7.43897159239586,0,0.693147180559945,1,1,4,0.693147180559945,"Gd",1.94591014905531,"Typ",1,"Attchd",1959,"RFn",2,447,"TA","TA","Y",0,3.66356164612965,0,0,0,0,0,4,2010,"WD","Normal",12.0167264737993
"35",4.79579054559674,"RL",4.11087386417331,8.89754559870933,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",5.50938833662798,"Ex","TA","PConc","Ex","TA","No","GLQ",7.05098944706805,"Unf",0,6.0137151560428,7.35372233039963,"GasA","Ex","Y","SBrkr",7.35372233039963,0,0,7.35372233039963,1,0,2,0,2,0.693147180559945,"Ex",1.94591014905531,"Typ",1,"Attchd",2005,"Fin",2,556,"TA","TA","Y",5.31811999384422,3.87120101090789,0,0,0,0,0,8,2007,"WD","Normal",12.5335762121686
"36",4.11087386417331,"RL",4.69134788222914,9.50442689210096,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",4.89034912822175,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,7.01929665371504,7.01929665371504,"GasA","Ex","Y","SBrkr",7.03262426102801,7.18614430452233,0,7.80506704425849,0,0,3,1,4,0.693147180559945,"Gd",2.30258509299405,"Typ",1,"BuiltIn",2004,"Fin",3,691,"TA","TA","Y",4.7361984483945,3.49650756146648,0,0,0,0,0,9,2006,"WD","Normal",12.6410965558799
"37",3.04452243772342,"RL",4.72738781871234,9.29284159348793,"Pave","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.00124562206948,7.00124562206948,"GasA","Ex","Y","SBrkr",7.00124562206948,0,0,7.00124562206948,0,0,1,1,3,0.693147180559945,"TA",1.94591014905531,"Typ",0,"Attchd",1995,"Unf",2,672,"TA","TA","Y",5.97380961186926,4.17438726989564,0,0,0,0,0,6,2009,"WD","Normal",11.8844890214027
"38",3.04452243772342,"RL",4.31748811353631,9.05169627853659,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1990,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",6.47850964220857,"TA","TA","CBlock","TA","TA","No","Rec",7.10167597161944,"Unf",0,4.44265125649032,7.16857989726403,"GasA","Gd","Y","SBrkr",7.16857989726403,0,0,7.16857989726403,0,0.693147180559945,1,0,3,0.693147180559945,"TA",1.79175946922805,"Typ",1,"Attchd",1954,"Fin",2,498,"TA","TA","Y",0,0,0,0,0,0,0,10,2009,"WD","Normal",11.9381932003746
"39",3.04452243772342,"RL",4.23410650459726,8.97752520096524,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1953,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ",6.59578051396131,"Unf",0,5.78996017089725,6.96413561241824,"GasA","TA","Y","SBrkr",6.96413561241824,0,0,6.96413561241824,1,0,1,0,3,0.693147180559945,"Gd",1.79175946922805,"Typ",0,"Detchd",1953,"Unf",1,246,"TA","TA","Y",0,3.97029191355212,0,0,0,0,0,1,2010,"WD","Abnorml",11.5991031612113
